Matrix_5
-0.162231			-0.365833			-0.328644			-0.174381			0.530517			-0.0704101			0.171891			0.35024			0.290586			-0.0890001			0.817727			0.370587			-0.18424			0.342668			0.715998			0.169349			0.0200644			-0.37009			-0.0422582			0.192082			-0.203836			0.0275485			0.425707			-0.386077			0.91593			0.298788			-0.26193			0.0471401			-0.0624084			0.207105			-0.290018			0.23162			0.114878			0.379572			0.632128			-0.461388			-0.492407			0.0273707			-0.110362			-0.1923			-0.179723			0.691614			0.0227896			0.306083			-0.45399			0.134083			0.749275			-0.311552			-0.902583			0.340988			-0.268595			-0.108526			-0.0853668			0.104261			0.106293			-0.619872			0.136071			0.660995			0.00428955			0.204088			-0.112342			-0.888501			-0.283025			0.200328			-0.357975			-0.373032			0.57985			0.302798			0.573178			-0.518972			0.717055			0.550622			0.306325			-0.664386			-0.168257			-0.745217			0.0436358			0.887251			-0.362306			-0.273918			-0.0588271			-0.227078			0.0784607			0.0314319			-0.548153			-0.698668			-0.371311			0.50161			-0.541943			-0.0542359			0.606471			-0.698102			-0.173974			-0.177074			0.288395			0.431057			-0.539172			-0.20952			-0.0380444			0.34615			
0.265638			-0.341312			-0.232674			0.535364			0.371241			0.435484			0.0323032			-0.598348			-0.659932			-0.201153			-0.266323			-0.344087			-0.211271			0.203012			0.591521			0.0454569			0.202833			0.464433			0.273599			0.446414			0.0981518			0.295078			-0.0948718			-0.479219			-0.0946173			-0.130038			0.562993			0.716953			-0.0202876			-0.863931			0.77821			0.398185			-0.0755962			0.507455			0.621664			0.797287			-0.348625			-0.404155			-0.462318			-0.163162			-0.110619			-0.199711			0.290746			-0.557314			-0.464066			0.373885			0.0627675			0.70878			0.497398			0.00443727			0.441943			0.859202			-0.304286			-0.498871			0.0383598			0.552973			-0.11402			-0.557508			0.222884			0.519979			-0.769402			-0.294053			0.348112			0.116568			0.368657			0.00972726			-0.746287			0.155459			-0.251004			-0.343567			0.225627			0.116843			-0.826825			-0.309681			-0.510229			-0.315735			0.133663			0.208637			0.0139955			0.0912636			-0.297956			0.203904			0.755942			-0.300305			0.518752			0.187414			-0.164593			-0.371367			-0.263436			-0.511824			-0.2164			-0.140142			-0.49687			-0.751293			0.0897313			0.249968			-0.222304			0.0570909			-0.55213			-0.278955			
-0.253336			-0.321226			-0.196001			0.329215			0.549857			0.428969			0.180041			-0.0530061			-0.352275			-0.783365			0.298256			-0.0579885			0.0983516			-0.56263			-0.295577			-0.0155338			-0.551153			0.349116			0.391104			0.275193			0.0466951			0.555549			-0.190206			-0.496332			-0.151368			0.150216			-0.385429			0.0657173			0.159885			-0.014847			-0.330836			0.0335384			0.761907			0.489697			-0.00495704			-0.0552889			0.21821			0.179774			-0.0328872			-0.15316			-0.811394			0.376053			-0.773329			-0.0642154			0.799632			0.072817			-0.385847			0.657103			-0.143762			-0.593627			-0.522258			0.542689			-0.0799777			-0.533747			0.111378			0.535816			0.400927			0.864588			0.170589			-0.226061			0.0821827			-0.19981			0.193135			-0.515766			-0.0198909			-0.448905			-0.21105			-0.679873			0.285901			0.51269			0.120073			0.0134081			0.265793			0.787247			-0.176337			0.0814737			0.856689			0.0976715			-0.186458			0.313903			-0.774026			0.395868			0.165511			0.927805			-0.237138			-0.0555837			0.259324			-0.194724			0.540368			-0.0979262			0.0430095			-0.512639			0.677104			-0.293173			0.299881			-0.141339			0.24122			-0.910271			0.201893			0.852061			
0.90992			0.458948			0.190148			0.749339			-0.803177			-0.164379			-0.401754			-0.121818			-0.109742			0.287649			0.236033			0.749326			-0.518067			0.664153			-0.0386528			-0.129079			0.237874			-0.829749			0.151944			-0.911602			0.353464			0.0745776			0.567443			-0.313848			-0.562868			0.357151			0.347705			0.165679			-0.0533682			-0.757636			-0.307593			-0.6922			-0.340552			0.688473			-0.576984			-0.0169527			-0.368931			-0.118102			-0.150875			-0.0151941			-0.601902			0.404515			-0.462897			-0.408722			0.331447			0.179302			0.431965			0.343687			-0.601967			0.270261			0.790326			0.366829			-0.147016			-0.0348754			0.0945473			-0.546019			-0.186909			0.193667			-0.247055			-0.427177			0.913663			-0.200602			-0.374281			0.00611835			-0.261006			0.814001			-0.152561			-0.292198			0.0885513			0.427448			0.704756			-0.54776			-0.233681			0.0788922			0.0633491			-0.386605			-0.333103			-0.241173			0.262901			0.4472			-0.725487			-0.859367			-0.266363			-0.141576			0.407204			-0.927475			-0.184485			0.689802			0.305072			0.222761			-0.0890536			-0.336046			-0.124152			0.362929			-0.667188			0.191459			0.770278			0.7932			0.370855			0.363519			
0.239242			-0.0447859			-0.166548			0.0804387			0.0471654			-0.382832			-0.518192			-0.317036			-0.556508			-0.031124			0.28706			0.594427			0.612714			0.38364			-0.422715			-0.459764			-0.638112			0.0613234			-0.193259			-0.477898			0.739446			0.0365499			0.098188			-0.559065			-0.307845			-0.522194			-0.319359			0.421543			0.34455			-0.0138233			-0.428241			0.359123			0.379981			-0.361554			-0.973394			0.182711			-0.0191601			-0.278521			0.417312			-0.299663			0.306136			-0.0870044			0.106708			0.0801658			-0.263365			-0.0086229			0.00766513			-0.822147			-0.741684			-0.214483			0.124713			0.39551			-0.430891			-0.691634			0.618145			0.382039			0.0674015			0.271631			0.789817			0.212424			0.0493025			0.253415			-0.472373			-0.43029			-0.369081			-0.0205688			-0.83478			-0.254148			-0.550609			-0.943074			-0.304941			0.375019			0.300437			0.269288			-0.0259458			-0.145027			0.228112			-0.0374364			0.14681			0.681138			-0.0823119			0.528679			-0.165536			-0.235284			-0.229024			-0.2567			0.13952			0.828867			-0.310793			-0.119783			0.0924606			-0.0504517			-0.10813			0.0389136			-0.531888			0.743106			-0.0675727			0.306448			-0.695049			0.214077			
0.201644			0.0514631			0.404491			-0.0519812			0.115991			-0.940727			-0.908886			-0.368157			0.270978			0.428132			-0.072946			-0.459855			-0.0186835			-0.162356			-0.111717			-0.204225			0.257777			0.323317			0.380909			-0.178871			0.172787			-0.753066			0.665752			-0.00122723			-0.0998341			-0.479805			0.450266			0.0992085			0.362971			0.293396			0.493629			-0.149909			-0.184215			-0.323368			-0.159645			-0.835009			-0.557371			0.357314			0.162243			0.277368			-0.165909			0.146672			0.155187			0.320763			-0.328188			0.128328			-0.269567			0.00757605			-0.744682			0.811773			-0.456007			-0.672666			-0.361225			0.298996			-0.846368			-0.492099			-0.0044164			0.24829			0.373875			0.986017			-0.295432			0.758566			0.230871			-0.402388			0.153273			-0.21987			0.699347			-0.615117			-0.760866			0.13875			0.241727			-0.572514			0.64734			0.0680352			0.639388			0.507201			-0.869402			0.410521			-0.00833649			-0.60239			0.00022041			-0.304338			-0.223455			0.165802			0.184334			-0.236996			-0.160239			0.0839645			0.286246			0.044798			0.84727			0.325478			0.00125927			-0.193507			-0.131156			-0.0944526			0.0485039			-0.00373216			0.12705			0.92947			
-0.358609			0.370765			-0.45266			0.0192486			0.504438			-0.458581			0.0220296			-0.175307			0.316169			0.81333			0.42923			0.854224			0.842465			0.102375			-0.0640832			-0.198182			0.375817			0.0120086			0.552923			0.0905731			-0.0295601			-0.072854			-0.431461			0.248875			-0.254287			0.267358			-0.867885			-0.208626			-0.425173			-0.283717			-0.159527			0.622249			0.528998			-0.321296			-0.597569			0.242944			-0.0717115			-0.606784			0.263892			-0.280133			-0.58071			-0.792103			0.0269584			-0.775476			0.447387			-0.920408			-0.691705			0.71467			0.281001			0.0395117			0.243075			0.646341			-0.870391			-0.761117			0.245515			-0.59511			-0.296143			-0.168795			0.659973			0.0572897			0.526594			0.827608			0.0610762			-0.278705			-0.854184			0.274256			0.181692			0.625356			0.0687564			0.467812			0.154438			0.365041			0.641599			-0.366013			-0.194868			0.110119			-0.103106			0.539855			-0.427584			-0.400922			0.0128462			-0.146565			0.522444			0.0892034			-0.281652			0.375032			-0.304965			0.136447			0.69192			0.217689			-0.412425			0.597109			0.370969			0.146537			-0.513009			-0.329374			0.982861			-0.537249			0.00158748			-0.490933			
-0.576393			0.460996			-0.0254832			-0.705054			0.0172309			-0.231729			0.180624			-0.239368			0.611593			-0.489697			-0.521024			-0.223135			-0.417482			0.631179			-0.409699			-0.0145999			-0.215474			-0.432114			0.0776056			0.10839			0.0163345			0.176148			-0.176316			-0.106003			-0.204932			0.758876			0.0909568			-0.224301			-0.490252			0.582318			-0.717288			0.830741			0.00908132			0.303428			0.398602			-0.295646			0.521237			-0.109484			0.372258			0.467152			-0.354031			-0.409949			0.0617032			0.317048			-0.200973			0.202014			0.475499			-0.200563			0.463136			-0.437593			-0.196481			0.575033			-0.156749			0.0626794			-0.140845			0.899103			0.275034			0.181821			0.106066			0.28619			-0.366323			-0.481278			0.400403			0.227466			0.454911			0.0615001			0.0542696			0.429632			-0.0703858			-0.369098			0.0571141			0.106757			0.0817644			0.251831			0.514869			0.357796			-0.297859			0.174045			-0.420274			-0.55835			-0.277611			-0.961987			0.974362			-0.156471			-0.519643			0.907341			0.245322			0.288578			-0.317224			0.394193			-0.583347			0.216502			0.419338			0.177834			-0.356254			0.881501			-0.089973			-0.0326048			-0.248799			-0.0712621			
-0.352536			-0.12104			0.0762782			-0.0155595			-0.797081			-0.422589			-0.103316			-0.694453			-0.521406			0.330597			0.0575191			-0.29231			-0.106395			0.0678057			0.445697			-0.0408336			-0.46927			-0.3292			-0.173627			0.296584			-0.555804			-0.0523729			0.285868			0.328955			-0.153342			0.429315			0.627005			-0.443232			-0.0651274			-0.201465			-0.040093			-0.502783			-0.0578277			0.275495			-0.434846			-0.0911192			-0.44218			0.0347285			0.2885			-0.163011			-0.562419			-0.411471			-0.512423			-0.152634			-0.119582			-0.614042			0.132908			0.324476			0.250352			-0.90537			-0.823377			-0.155423			0.344017			0.0139991			0.338694			0.476034			0.201758			-0.0486726			0.46827			-0.149818			0.781253			0.147073			-0.506167			0.473833			0.36833			0.23575			0.417687			0.0597988			-0.173346			0.949252			-0.699875			-0.396721			-0.080118			-0.431518			-0.319948			-0.546286			-0.57333			-0.255841			-0.656254			-0.190186			-0.261586			-0.510556			-0.535333			0.310195			-0.257671			-0.16571			0.397469			-0.644072			0.607355			0.109351			-0.27453			0.118004			0.472909			-0.39087			0.201037			0.0554772			0.647662			-0.271036			-0.126791			0.751383			
0.276314			0.405153			0.262892			0.375682			0.116838			-0.777087			0.103586			0.207922			-0.0519934			-0.354186			-0.486138			0.181742			0.841048			0.066104			-0.110583			0.0211021			0.0792416			0.926951			-0.497777			-0.243181			-0.0348111			0.67278			-0.0168076			-0.26405			0.752204			0.207975			-0.0745011			0.360515			0.0245494			-0.319192			0.621108			-0.176008			-0.553098			0.797001			0.267054			-0.193442			0.800573			0.970365			0.427734			-0.173334			0.0905521			0.241028			0.293447			0.167292			0.0988604			0.19437			0.336348			-0.430655			-0.822852			-0.145837			-0.506672			0.757548			0.204844			-0.497306			-0.197991			0.54609			-0.210282			-0.398767			0.155091			-0.386025			0.201734			0.286313			0.49978			0.262291			-0.290107			0.302674			-0.178268			0.143064			-0.383666			-0.0702127			0.00783013			0.0745703			-0.178005			-0.192584			-0.3749			-0.431739			0.609419			-0.48803			0.556501			-0.983775			0.171993			-0.19234			-0.835814			-0.0538238			0.296139			0.576275			0.0916023			-0.082378			-0.116088			-0.516222			0.401396			-0.492555			-0.0178156			0.570866			-0.0520197			0.264957			0.402049			0.227022			-0.223522			-0.0845748			
