Matrix_4
-0.470001			0.253816			
-0.518615			-0.256127			
0.13894			0.471647			
-0.00513994			-0.32661			
0.677605			0.242788			
0.020479			-0.799113			
-0.0120843			0.440988			
0.405185			0.539605			
-0.360503			0.287374			
0.0316456			0.677771			
-0.630445			-0.360578			
-0.0412632			0.132501			
-0.175743			-0.208048			
0.883226			-0.11272			
-0.0241384			0.00172559			
-0.586397			0.201497			
0.0562731			0.41775			
0.274784			-0.989545			
-0.0451962			-0.767151			
-0.659035			0.214279			
0.32089			0.13282			
-0.930479			-0.0303784			
-0.387097			0.660957			
0.517437			0.686127			
0.0343988			-0.380721			
-0.21716			0.467388			
0.248852			0.529416			
0.337357			0.448376			
0.292441			0.705777			
0.195869			-0.468734			
0.305605			-0.691145			
0.230114			0.983494			
-0.35411			-0.213969			
-0.289413			0.717242			
-0.341558			0.216331			
-0.455283			-0.307688			
0.573357			-0.514198			
0.44831			0.0696377			
-0.463504			0.377605			
0.498685			-0.435973			
0.850976			0.168373			
0.451009			0.00911235			
-0.178589			0.102431			
-0.0505577			0.52625			
0.523291			-0.101271			
0.812576			0.375397			
-0.763644			0.586097			
0.80477			0.0218141			
0.362808			0.035801			
-0.338043			0.934529			
0.169882			0.930285			
-0.537513			-0.515361			
-0.116569			-0.100012			
0.000511045			0.590216			
-0.648327			-0.463861			
-0.389386			-0.0503159			
0.358029			0.0972314			
-0.526698			-0.00917463			
0.111093			0.293222			
-0.449448			0.0810358			
0.368867			0.162991			
-0.166327			-0.0166306			
-0.00497664			0.481903			
0.0221137			-0.300088			
-0.641992			-0.666993			
0.677675			-0.321746			
-0.631178			-0.182718			
0.181542			-0.306806			
-0.558127			0.235442			
0.145651			-0.617619			
0.830915			-0.775215			
0.486587			-0.0171068			
-0.102649			-0.131416			
-0.232899			-0.586576			
-0.201456			-0.620525			
0.99366			-0.430042			
0.293185			-0.327222			
0.180296			-0.811802			
0.585076			-0.902002			
0.141977			0.419121			
-0.244723			-0.525126			
-0.686142			0.569625			
0.923283			0.745554			
0.458956			-0.620507			
0.231777			-0.223349			
-0.336632			-0.0559201			
-0.442833			0.196335			
0.640802			0.786925			
-0.0479908			-0.375932			
-0.15593			0.455825			
0.240427			-0.311694			
0.197498			0.214914			
0.116312			0.674514			
0.678382			0.350941			
0.525473			-0.867706			
-0.135793			-0.494523			
0.137239			-0.327857			
-0.23219			0.789939			
-0.0989151			0.0736707			
-0.523308			-0.185114			
